delivery_id,order_id,delivery_status,delivery_time,rider_id
1628,4433,Delivered,01:34:35,6680
1629,4339,Not Delivered,00:21:18,27
1630,7867,Delivered,01:23:11,9236
1631,7471,In Transit,01:13:54,3558
1632,5525,Delivered,00:51:58,7492
1633,6779,Delivered,01:36:58,6564
1634,3558,Delivered,01:32:55,6439
1635,9787,Delivered,01:17:27,4312
1636,8958,Not Delivered,00:09:55,9818
1637,6264,Delivered,00:52:22,9699
1638,3221,Delivered,00:29:23,6157
1639,2211,Delivered,00:30:52,5430
1640,6041,Delivered,01:57:29,239
1641,6419,Not Delivered,00:06:47,3027
1642,6484,Delivered,00:19:11,8142
1643,5597,Delivered,00:40:01,8289
1644,5164,Not Delivered,00:51:23,4749
1645,3616,Delivered,00:55:12,5427
1646,4428,Not Delivered,00:10:11,5575
1647,6712,Delivered,01:24:56,467
1648,2260,Delivered,01:33:59,4658
1649,7485,Delivered,01:16:22,989
1650,6473,Order Placed,00:08:07,1189
1651,3167,Delivered,00:26:33,4179
1652,5769,Not Delivered,01:35:52,4943
1653,6736,Delivered,01:07:39,1262
1654,5328,Delivered,01:07:55,8347
1655,3542,Order Placed,01:30:14,4444
1656,609,In Transit,01:46:17,7935
1657,5145,Delivered,01:20:41,3094
1658,3897,Delivered,00:09:11,2068
1659,4186,Delivered,01:15:04,9133
1660,6237,Delivered,00:14:10,4836
1661,3275,Delivered,00:12:58,9526
1662,3171,Not Delivered,00:35:10,8848
1663,5623,Delivered,01:29:05,6600
1664,566,In Transit,00:52:21,3006
1665,2095,Delivered,01:36:14,2132
1666,7104,Delivered,00:11:56,7660
1667,3796,Not Delivered,01:20:02,444
1668,1267,In Transit,00:09:41,6261
1669,8956,Delivered,01:43:21,6630
1670,2704,Delivered,00:39:05,5168
1671,517,Delivered,01:13:51,226
1672,8754,Not Delivered,00:44:53,1466
1673,3367,Delivered,01:10:01,7115
1674,6078,Delivered,01:30:15,7076
1675,4101,Delivered,01:31:39,6743
1676,525,Order Placed,01:15:29,6477
1677,5086,Delivered,00:17:42,1985
1678,7062,Delivered,01:18:59,8843
1679,729,Delivered,00:53:53,322
1680,2692,Delivered,01:37:06,798
1681,4850,Delivered,00:45:28,9079
1682,8378,Delivered,01:05:42,9242
1683,5133,Delivered,01:19:26,268
1684,301,In Transit,00:07:08,6709
1685,2825,Delivered,01:08:54,4186
1686,7223,Delivered,00:22:51,7516
1687,5595,Delivered,01:11:16,3242
1688,9353,Delivered,00:10:09,601
1689,9634,Delivered,01:28:50,4257
1690,4772,Delivered,00:32:25,3247
1691,9505,Delivered,00:58:24,9562
1692,1384,Delivered,01:15:57,5188
1693,5879,In Transit,01:58:36,8278
1694,6459,Delivered,00:26:00,2914
1695,8317,Delivered,00:16:48,2739
1696,6392,Delivered,00:36:08,715
1697,6133,Delivered,00:59:15,2978
1698,4459,Delivered,01:06:56,7550
1699,7254,Delivered,01:06:20,5411
1700,9174,Delivered,01:50:16,2399
1701,1193,Delivered,01:56:03,2163
1702,9306,Delivered,01:27:47,8972
1703,7495,Delivered,00:16:19,9947
1704,3948,Delivered,01:28:42,9195
1705,4492,In Transit,01:07:27,673
1706,1952,Delivered,01:15:15,9829
1707,7950,Delivered,00:24:49,9793
1708,5853,Delivered,00:43:26,1394
1709,8667,Delivered,00:28:59,3063
1710,8026,Delivered,01:09:08,3475
1711,470,Not Delivered,00:55:39,9293
1712,6258,Delivered,01:34:08,5757
1713,3375,Delivered,01:27:18,2724
1714,7955,Delivered,00:19:14,9634
1715,388,Order Placed,01:24:12,6196
1716,9427,Delivered,01:21:33,5306
1717,7556,Delivered,00:27:32,1711
1718,4728,Delivered,00:54:08,4338
1719,4797,Delivered,00:58:58,6171
1720,937,Delivered,00:22:28,7759
1721,3745,Order Placed,00:28:02,6444
1722,5429,Order Placed,01:34:53,3940
1723,8331,In Transit,01:39:09,1787
1724,4403,Delivered,01:17:29,43
1725,1747,Delivered,01:19:51,1441
1726,6932,Delivered,00:12:13,6157
1727,9562,Delivered,01:15:22,5262
1728,2399,Delivered,01:08:17,3166
1729,8372,In Transit,00:29:05,2302
1730,2817,Delivered,00:54:25,3161
1731,5269,Delivered,00:42:51,3526
1732,3691,Not Delivered,00:30:08,124
1733,9532,Delivered,01:49:12,8777
1734,7292,Not Delivered,00:12:43,9309
1735,1783,Delivered,01:17:12,8247
1736,8065,Delivered,00:51:36,6079
1737,2935,Delivered,00:13:54,5803
1738,2622,Delivered,01:47:26,6903
1739,3016,Delivered,00:22:30,7402
1740,9060,Delivered,00:57:28,3107
1741,6500,In Transit,01:24:56,8559
1742,1366,Order Placed,01:57:00,3534
1743,9070,Delivered,00:17:47,9143
1744,3055,Not Delivered,01:24:20,6360
1745,7998,Delivered,00:53:22,6211
1746,7319,Delivered,00:28:15,955
1747,4204,Not Delivered,00:58:36,9844
1748,2039,Delivered,00:19:04,1826
1749,2522,Delivered,01:05:54,9179
1750,9761,Delivered,01:59:25,2785
1751,7093,Order Placed,00:18:28,1455
1752,2362,Not Delivered,00:29:46,8620
1753,2160,Order Placed,00:31:23,6917
1754,9331,Delivered,01:57:41,3267
1755,811,Delivered,00:35:35,2069
1756,7072,Delivered,01:44:56,3913
1757,2580,Not Delivered,00:44:51,614
1758,5500,Delivered,01:34:46,9137
1759,141,Not Delivered,01:10:26,6911
1760,4127,Delivered,00:50:20,1470
1761,1006,Delivered,01:07:15,6525
1762,1187,Not Delivered,00:34:33,7746
1763,3174,Not Delivered,01:35:23,800
1764,6457,Order Placed,01:27:46,7801
1765,5759,Delivered,00:28:40,167
1766,1827,Delivered,01:42:34,5436
1767,7166,Delivered,01:43:19,9052
1768,3840,In Transit,01:13:19,1841
1769,5407,Delivered,00:19:31,9712
1770,7783,Delivered,00:36:06,6435
1771,9714,Not Delivered,00:37:25,6265
1772,9312,Delivered,00:26:19,6789
1773,1370,Delivered,01:18:52,6118
1774,7220,Delivered,01:53:16,6482
1775,9208,Delivered,00:29:46,4985
1776,8827,Delivered,00:30:42,6145
1777,8711,Order Placed,00:50:15,7832
1778,4919,Delivered,00:17:18,6837
1779,3602,Delivered,00:22:24,4425
1780,2297,Delivered,01:40:08,6066
1781,4086,Not Delivered,01:14:50,507
1782,3768,Delivered,00:48:13,4370
1783,947,Delivered,00:11:21,23
1784,478,Delivered,00:07:24,7029
1785,1367,Delivered,00:35:15,9240
1786,3253,Order Placed,01:17:46,6431
1787,8206,Delivered,01:08:16,5080
1788,9470,Not Delivered,00:33:53,7592
1789,4118,Delivered,01:09:37,2328
1790,7078,Delivered,00:50:03,6670
1791,3712,Delivered,01:26:57,8671
1792,3821,Delivered,00:51:30,9370
1793,3179,Delivered,01:26:24,4508
1794,6350,Delivered,01:59:22,9910
1795,9701,Not Delivered,00:38:32,844
1796,2557,Delivered,00:26:13,4740
1797,8465,Not Delivered,01:26:14,1974
1798,1646,Delivered,01:56:48,5833
1799,3262,Delivered,00:12:51,8198
1800,1419,Delivered,00:44:22,6241
1801,4989,In Transit,01:33:34,4845
1802,8664,In Transit,00:09:20,2919
1803,9078,Not Delivered,01:08:13,7433
1804,9275,Delivered,01:34:19,8971
1805,1890,Delivered,01:26:08,9115
1806,8222,Delivered,00:24:42,6255
1807,2366,Order Placed,01:34:02,7132
1808,5644,Delivered,00:43:20,227
1809,6806,Not Delivered,00:24:31,4896
1810,2329,Delivered,00:32:48,7969
1811,1096,Delivered,00:40:54,7639
1812,3522,Delivered,00:24:18,5623
1813,9776,Delivered,00:20:28,4572
1814,2191,Delivered,00:23:29,647
1815,1738,Delivered,00:22:30,5421
1816,9851,Delivered,00:16:47,1667
1817,3867,Delivered,00:56:14,4825
1818,40,Delivered,01:27:29,1377
1819,2353,In Transit,01:59:19,323
1820,2787,Order Placed,01:54:53,9943
1821,5571,Delivered,01:43:52,5430
1822,7321,Delivered,00:58:16,6590
1823,3512,Not Delivered,00:53:04,7018
1824,1819,Order Placed,00:37:40,4405
1825,4070,Delivered,00:12:06,5903
1826,6267,Delivered,01:53:10,5786
1827,2067,Delivered,01:26:58,1685
1828,3195,Not Delivered,01:33:07,9
1829,8237,Delivered,01:59:21,4341
1830,17,Delivered,01:34:09,4616
1831,5582,Not Delivered,00:38:54,498
1832,2785,Delivered,01:21:49,2433
1833,5603,Delivered,00:32:59,6900
1834,1078,Delivered,01:07:21,8795
1835,4165,Order Placed,00:45:55,7757
1836,2633,Delivered,01:29:32,2558
1837,1369,Delivered,00:45:08,6167
1838,7456,Delivered,01:41:07,8975
1839,5455,Delivered,00:34:33,5670
1840,5348,Not Delivered,00:17:19,8050
1841,5024,Delivered,01:43:25,5959
1842,6129,Delivered,01:50:55,2782
1843,2164,Delivered,00:46:15,2702
1844,6528,In Transit,01:30:13,8975
1845,86,Delivered,01:08:37,1764
1846,8404,Order Placed,00:27:30,4886
1847,4832,Delivered,01:45:00,9226
1848,5401,Delivered,00:43:43,6864
1849,1338,Delivered,00:34:54,7298
1850,5464,Delivered,00:25:18,486
1851,2834,Delivered,01:54:34,9485
1852,1678,Delivered,01:24:37,4689
1853,3534,Delivered,01:20:32,9277
1854,232,Delivered,01:08:16,8849
1855,4387,Not Delivered,00:06:28,9937
1856,4290,Delivered,01:17:27,9665
1857,9819,Delivered,00:33:09,3716
1858,7596,Delivered,00:48:39,9017
1859,1391,In Transit,01:53:19,4346
1860,2149,Delivered,01:55:59,2890
1861,7475,Delivered,00:38:46,3294
1862,1719,Delivered,01:29:31,888
1863,5370,Delivered,00:26:07,2558
1864,6099,Delivered,01:40:23,1542
1865,5536,Delivered,01:08:18,6313
1866,4839,Delivered,00:34:23,1115
1867,8267,Order Placed,00:57:14,9822
1868,9412,Not Delivered,00:08:07,109
1869,9528,Delivered,01:33:02,3960
1870,6897,Not Delivered,00:31:05,8838
1871,73,Not Delivered,01:30:09,3636
1872,3740,Delivered,01:29:51,8649
1873,4865,Delivered,01:42:41,7440
1874,7260,Delivered,01:32:42,2147
1875,8752,Delivered,00:08:23,5518
1876,5335,Delivered,01:51:30,2963
1877,685,Delivered,00:43:30,1153
1878,9674,Delivered,01:54:35,5612
1879,3038,Delivered,00:05:50,5066
1880,3380,Delivered,01:54:58,5476
1881,84,Not Delivered,00:09:19,8423
1882,4497,Not Delivered,01:21:23,771
1883,9753,Delivered,01:19:11,1827
1884,7801,Delivered,00:59:32,4395
1885,1359,Delivered,01:05:06,6323
1886,1170,Delivered,00:50:22,213
1887,5622,Not Delivered,00:52:24,7070
1888,3905,Delivered,00:15:31,6526
1889,2982,In Transit,00:40:15,9886
1890,1577,Delivered,01:43:26,1753
1891,3450,Delivered,00:14:59,9787
1892,7095,Delivered,00:57:18,7060
1893,944,Delivered,01:48:51,2932
1894,435,Delivered,01:22:12,6821
1895,1684,Delivered,00:45:28,8254
1896,98,Delivered,01:17:56,2265
1897,4472,Delivered,00:26:28,7439
1898,2386,In Transit,01:31:45,640
1899,2012,Delivered,00:44:06,7924
1900,3668,In Transit,00:38:03,4569
1901,8155,In Transit,00:26:18,9660
1902,8323,Delivered,01:10:46,5150
1903,6204,Delivered,00:39:49,4219
1904,8263,Delivered,00:35:12,1394
1905,3012,Delivered,00:33:18,9116
1906,4239,Not Delivered,00:40:49,5103
1907,2920,Delivered,00:58:31,8892
1908,7808,Delivered,01:49:18,7975
1909,6171,Not Delivered,01:16:54,2739
1910,4491,Not Delivered,01:19:53,1336
1911,7276,Order Placed,01:42:38,2572
1912,2358,Delivered,01:06:45,1664
1913,54,Delivered,00:53:54,6496
1914,4315,Delivered,01:06:13,3366
1915,7720,In Transit,01:41:58,6873
1916,7740,Delivered,01:09:33,9515
1917,2507,Delivered,01:22:47,5378
1918,7744,Order Placed,01:57:26,8307
1919,5870,In Transit,01:38:31,3498
1920,5354,Order Placed,00:31:35,741
1921,2240,Delivered,00:09:55,5567
1922,4597,Delivered,00:18:31,205
1923,2285,Delivered,01:51:47,2154
1924,8911,Order Placed,01:34:54,9667
1925,2163,Delivered,00:05:47,4962
1926,9189,Delivered,01:18:21,4497
1927,8397,Order Placed,00:14:50,4873
1928,8655,Delivered,01:42:00,5390
1929,4040,Delivered,00:25:49,4024
1930,3530,Delivered,00:50:40,312
1931,8038,In Transit,00:57:04,9349
1932,6185,Delivered,00:19:39,1335
1933,9235,Delivered,00:27:58,194
1934,5528,Not Delivered,00:28:03,6275
1935,7850,Delivered,00:27:33,635
1936,6811,Delivered,01:52:08,4797
1937,5514,Delivered,00:28:52,3542
1938,7126,Delivered,01:57:18,2005
1939,346,Delivered,01:39:29,2841
1940,900,Not Delivered,00:19:02,4269
1941,5951,Delivered,00:28:44,9025
1942,2062,Delivered,01:07:33,6304
1943,9985,Delivered,01:53:54,9444
1944,6999,Order Placed,00:47:13,2244
1945,6200,Delivered,00:37:52,4685
1946,4026,Delivered,00:44:27,7372
1947,7146,Delivered,01:57:23,1421
1948,5885,Delivered,00:56:10,1261
1949,3502,Delivered,00:46:45,1957
1950,3917,Delivered,00:10:21,7963
1951,2185,Delivered,01:57:51,1311
1952,6432,Order Placed,00:40:30,2439
1953,6333,Delivered,01:20:00,9218
1954,5360,Delivered,01:07:03,4009
1955,9635,Delivered,00:53:28,1707
1956,7901,Delivered,00:46:54,33
1957,4999,Delivered,01:51:25,1766
1958,9479,Delivered,01:50:21,9341
1959,3633,Not Delivered,01:10:56,9861
1960,1150,Delivered,01:49:08,9531
1961,3010,Delivered,01:32:30,1211
1962,5001,Not Delivered,00:06:37,4912
1963,8742,Not Delivered,01:25:34,3736
1964,7840,Delivered,00:07:05,5981
1965,1954,In Transit,00:22:39,3224
1966,2936,Not Delivered,01:24:41,6233
1967,8375,Delivered,00:09:26,1598
1968,4925,Delivered,00:05:30,9874
1969,1539,Delivered,01:48:31,3888
1970,2096,Delivered,00:09:05,1285
1971,5513,Delivered,00:57:09,409
1972,5471,Delivered,00:15:27,1358
1973,1524,Delivered,00:08:21,2841
1974,3467,Delivered,00:17:36,7570
1975,6426,Order Placed,00:08:19,1536
1976,3412,Delivered,00:54:31,6025
1977,5277,Delivered,01:19:53,1546
1978,9301,Delivered,00:31:30,4340
1979,3326,Delivered,00:19:50,2507
1980,2555,Delivered,01:07:26,454
1981,6631,Delivered,00:48:40,6258
1982,8946,Delivered,00:19:01,7976
1983,6755,In Transit,00:42:22,8424
1984,1583,Not Delivered,01:28:21,6461
1985,8583,Delivered,00:07:32,1222
1986,159,In Transit,00:13:54,6096
1987,6566,Delivered,01:35:36,709
1988,6219,Delivered,01:48:06,1703
1989,3760,Delivered,01:08:41,3020
1990,2970,Delivered,01:43:17,5282
1991,6975,Delivered,00:11:03,4022
1992,977,Delivered,01:45:36,375
1993,8751,Order Placed,00:56:04,2990
1994,7940,Not Delivered,00:12:16,2103
1995,4081,Not Delivered,00:15:50,2190
1996,721,Not Delivered,01:19:33,7649
1997,8918,Delivered,01:47:17,2751
1998,7734,Delivered,01:42:54,1730
1999,7290,Delivered,00:31:38,9712
2000,3462,Delivered,00:07:03,1457
2001,5602,Delivered,00:13:55,1725
2002,1905,Delivered,01:33:49,1862
2003,4779,In Transit,00:13:25,1620
2004,501,Delivered,00:51:35,4897
2005,2844,Not Delivered,01:59:07,3301
2006,2498,Delivered,00:16:52,7418
2007,6174,Delivered,01:12:20,6041
2008,9887,Delivered,00:52:15,7040
2009,889,In Transit,01:55:34,490
2010,7189,Delivered,01:45:46,3951
2011,7796,Order Placed,00:12:30,6908
2012,4700,Delivered,01:28:41,4998
2013,5274,In Transit,01:13:35,5903
2014,3345,Delivered,00:27:44,292
2015,9553,Delivered,00:41:40,2441
2016,8158,Delivered,00:24:01,3049
2017,9602,Delivered,00:50:43,6661
2018,8214,Delivered,01:38:10,9255
2019,9408,Delivered,01:44:08,8421
2020,2381,Delivered,00:33:40,365
2021,2387,Order Placed,01:45:32,8500
2022,3585,Not Delivered,00:38:50,3740
2023,4715,Delivered,01:33:36,2284
2024,6784,Delivered,00:17:12,785
2025,1171,Delivered,00:43:17,1451
2026,9446,In Transit,00:05:43,171
2027,222,Delivered,00:37:27,3724
2028,5167,Not Delivered,00:39:37,8739
2029,5990,In Transit,01:26:15,3030
2030,9175,Delivered,00:52:09,5952
2031,2111,Not Delivered,01:07:03,3987
2032,9599,Delivered,00:51:06,3388
2033,1500,Delivered,01:44:22,7315
2034,5233,Delivered,00:30:25,2468
2035,8799,Delivered,00:45:38,9888
2036,8455,Order Placed,00:33:54,3614
2037,7601,Delivered,01:23:07,9711
2038,9892,Order Placed,00:18:03,3088
2039,503,Order Placed,01:40:04,9732
2040,2340,Delivered,00:19:54,2552
2041,7000,Order Placed,01:30:55,2687
2042,5453,Delivered,00:36:05,1066
2043,4100,Delivered,01:24:02,2580
2044,625,Delivered,00:59:19,7130
2045,1520,Delivered,01:24:24,1108
2046,2922,In Transit,01:36:28,7831
2047,573,Delivered,00:12:58,5812
2048,3860,Delivered,01:51:14,855
2049,1901,Delivered,01:59:49,1435
2050,9170,Delivered,00:28:08,4560
2051,9169,Not Delivered,01:49:42,530
2052,4288,Delivered,01:15:08,1878
2053,6213,Delivered,01:11:30,3974
2054,455,Delivered,00:35:04,9873
2055,8257,Delivered,00:46:04,8512
2056,2715,Delivered,01:32:06,2873
2057,4074,Delivered,01:16:05,432
2058,2769,Delivered,00:26:18,7735
2059,377,Not Delivered,01:11:43,1875
2060,4872,Delivered,00:24:07,1320
2061,3784,Not Delivered,00:26:23,1628
2062,1037,Delivered,01:15:07,8904
2063,7115,Delivered,00:41:20,3676
2064,7080,In Transit,00:58:07,9489
2065,1894,Delivered,00:42:17,9468
2066,6834,Delivered,00:31:58,6356
2067,5576,Not Delivered,01:53:05,8304
2068,9013,Delivered,01:53:33,2913
2069,749,Delivered,00:16:56,6620
2070,3025,Delivered,00:19:21,7084
2071,8415,Delivered,00:11:04,8419
2072,1515,Delivered,01:12:19,3321
2073,4275,Delivered,01:10:07,4022
2074,5304,Delivered,01:46:41,6322
2075,4437,Delivered,00:11:51,9209
2076,5109,Delivered,01:42:21,8706
2077,2453,Delivered,01:53:18,1597
2078,4120,Delivered,00:12:32,3728
2079,3881,Delivered,00:47:28,6740
2080,358,Delivered,00:39:47,3493
2081,4364,Delivered,00:07:37,4090
2082,129,Delivered,00:43:03,1526
2083,4454,Delivered,01:54:01,470
2084,6539,Delivered,00:24:46,83
2085,2217,Not Delivered,00:50:47,9941
2086,3029,Delivered,00:45:21,2257
2087,6035,Delivered,01:27:13,3507
2088,5187,Delivered,00:27:51,7120
2089,69,Delivered,00:09:46,59
2090,8937,Not Delivered,00:49:09,407
2091,7299,Delivered,01:35:31,4247
2092,3497,Delivered,01:31:56,4922
2093,8588,Delivered,01:17:57,9827
2094,3302,Delivered,01:29:38,5637
2095,1838,Delivered,00:19:25,5766
2096,7382,Delivered,01:10:08,2868
2097,4668,Delivered,01:09:45,7508
2098,5889,Delivered,00:43:42,8476
2099,3674,Order Placed,00:59:48,5676
2100,4695,Not Delivered,01:56:22,466
2101,2793,Not Delivered,01:37:06,7450
2102,217,Delivered,00:56:46,9748
2103,7387,Delivered,00:48:25,991
2104,7698,Delivered,01:27:37,7132
2105,4191,Delivered,01:59:29,8043
2106,6680,Not Delivered,01:10:48,4348
2107,9929,Delivered,01:10:39,6775
2108,9213,Delivered,00:26:53,6654
2109,1808,Delivered,00:06:10,6524
2110,5764,Not Delivered,01:18:20,5855
2111,6514,Delivered,00:48:05,5569
2112,550,Delivered,00:25:23,2407
2113,5138,Not Delivered,00:54:15,1292
2114,2178,Order Placed,01:49:49,6037
2115,3757,Delivered,01:43:17,6206
2116,2896,Delivered,00:42:46,7171
2117,5077,Delivered,00:05:06,8465
2118,6886,In Transit,01:18:06,3665
2119,9525,Not Delivered,00:55:03,4680
2120,2052,Delivered,01:33:02,2339
2121,2117,In Transit,00:07:13,9443
2122,3154,Not Delivered,00:34:06,6661
2123,7927,Delivered,01:36:30,8829
2124,5503,Delivered,00:14:20,8160
2125,5958,Delivered,00:12:51,9847
2126,4170,Order Placed,01:32:33,6184
2127,1642,Delivered,01:35:06,3733
2128,4141,Delivered,01:34:49,2731
2129,4782,Delivered,00:23:14,639
2130,9843,Delivered,00:50:44,6827
2131,8738,Delivered,00:26:32,1899
2132,6436,Delivered,00:13:52,9572
2133,3093,Not Delivered,00:59:24,6914
2134,2761,Order Placed,01:27:51,7806
2135,8411,Delivered,00:55:44,6696
2136,7917,Delivered,01:21:06,7323
2137,5641,Delivered,01:24:25,173
2138,5291,In Transit,00:59:04,4489
2139,4048,Delivered,00:14:35,3987
2140,8492,Not Delivered,00:17:33,4588
2141,870,Delivered,01:20:08,3043
2142,8118,Delivered,01:16:48,6125
2143,9236,Order Placed,01:54:03,5341
2144,4946,Not Delivered,00:39:03,3865
2145,258,Order Placed,00:21:57,9749
2146,2942,Delivered,00:30:43,6086
2147,9908,Delivered,00:45:37,9376
2148,7177,Delivered,00:37:28,9465
2149,6652,Delivered,00:31:03,5989
2150,3383,Delivered,01:26:58,6577
2151,144,Delivered,00:14:56,511
2152,6600,Delivered,01:45:31,6139
2153,3939,In Transit,01:17:17,6681
2154,1730,In Transit,00:34:05,6201
2155,5851,Delivered,00:48:12,3491
2156,7492,In Transit,00:40:22,5948
2157,680,Delivered,01:53:46,954
2158,9894,Delivered,01:38:47,27
2159,9615,Delivered,01:56:02,9700
2160,3266,Delivered,01:22:00,8784
2161,5676,Order Placed,01:51:56,3350
2162,8724,Delivered,01:48:07,679
2163,6605,Order Placed,00:59:45,3951
2164,4046,In Transit,01:54:44,9191
2165,5978,Delivered,00:42:32,3668
2166,6172,Delivered,01:42:38,7182
2167,2427,Delivered,00:25:17,8938
2168,974,Delivered,00:45:55,6686
2169,6509,Delivered,01:27:47,5851
2170,4270,Not Delivered,00:37:59,5447
2171,2764,Not Delivered,00:42:28,6376
2172,2836,Delivered,00:21:02,8802
2173,9110,Order Placed,00:21:37,2368
2174,8420,Delivered,01:42:16,6788
2175,5751,Delivered,01:48:50,4682
2176,1587,Delivered,00:27:12,4518
2177,5806,Delivered,00:52:19,1535
2178,3818,Not Delivered,01:06:13,364
2179,1518,Delivered,01:55:24,5112
2180,9749,In Transit,01:26:54,4042
2181,5115,Delivered,01:21:01,7292
2182,1438,Not Delivered,01:19:40,6037
2183,5080,Delivered,00:44:59,3682
2184,8501,Delivered,00:36:33,9157
2185,7819,Delivered,01:14:30,3303
2186,2607,Not Delivered,01:22:48,2022
2187,7675,Order Placed,01:27:15,7255
2188,4032,Order Placed,01:10:28,1710
2189,1246,Order Placed,00:35:02,7089
2190,9268,In Transit,01:12:33,6470
2191,5290,Delivered,01:43:09,9848
2192,2158,Delivered,01:29:26,1360
2193,4513,Delivered,00:40:21,5225
2194,1154,Delivered,01:31:05,8147
2195,3568,Delivered,00:31:09,5509
2196,325,In Transit,01:32:32,5633
2197,4994,Not Delivered,01:25:29,8323
2198,3692,Not Delivered,01:06:41,8898
2199,7206,Delivered,01:09:11,5692
2200,1233,Delivered,01:23:25,8994
2201,5070,Delivered,00:54:04,9048
2202,6940,Delivered,01:13:52,5705
2203,2412,Delivered,00:37:44,1937
2204,6944,Delivered,01:38:54,4294
2205,7466,Delivered,01:32:57,9791
2206,5642,In Transit,00:06:14,7656
2207,1847,In Transit,01:36:35,975
2208,9818,Delivered,00:08:22,2470
2209,528,Not Delivered,00:37:52,4915
2210,2783,Delivered,01:28:12,4235
2211,6290,In Transit,00:33:17,5505
2212,7890,Delivered,00:31:13,8161
2213,7718,Not Delivered,00:38:34,8099
2214,2244,Not Delivered,01:44:46,4926
2215,2252,Not Delivered,00:30:48,331
2216,1479,Delivered,00:56:37,9025
2217,1098,Delivered,00:40:00,4934
2218,4440,Delivered,00:13:04,8281
2219,3234,Delivered,01:30:27,4513
2220,9395,Delivered,00:20:35,1571
2221,9047,Delivered,00:20:07,3432
2222,1416,Delivered,01:18:23,1682
2223,7978,Delivered,00:08:05,9764
2224,8604,In Transit,00:15:04,4417
2225,9742,Delivered,01:57:03,7733
2226,1836,Delivered,00:52:31,7361
2227,8113,Order Placed,01:57:21,6441
2228,7828,Delivered,01:54:22,4837
2229,3594,In Transit,01:07:10,8410
2230,1624,Delivered,00:06:57,3918
2231,3707,Delivered,00:58:04,2980
2232,6142,Delivered,01:47:29,8075
2233,27,Not Delivered,00:58:23,1587
2234,6692,Delivered,01:53:06,2848
2235,9454,Delivered,01:06:09,2970
2236,899,Delivered,01:19:52,4593
2237,3894,Delivered,00:30:27,890
2238,1,Order Placed,01:49:43,1329
2239,3374,Delivered,00:44:26,7128
2240,2485,Delivered,01:28:18,8634
2241,7941,Order Placed,01:36:50,9786
2242,1737,Delivered,01:43:22,4385
2243,4114,Not Delivered,01:33:37,9895
2244,5231,Delivered,00:45:10,2138
2245,1212,Delivered,01:47:18,8695
2246,5430,Delivered,00:11:47,2709
2247,7804,Delivered,01:10:06,8325
2248,599,Delivered,01:09:47,3329
2249,8180,Not Delivered,00:48:44,7818
2250,9072,Delivered,00:35:33,2674
2251,3341,Delivered,01:50:47,9820
2252,1531,Delivered,01:54:32,2908
2253,9071,Delivered,01:15:35,242
2254,9605,Delivered,00:27:39,5106
2255,4384,In Transit,00:26:57,214
2256,3252,Delivered,00:10:26,1388
2257,7141,In Transit,00:37:04,7734
2258,9314,Order Placed,00:08:20,8694
2259,588,Not Delivered,01:57:56,4679
2260,957,Delivered,00:22:39,2617
2261,5648,Delivered,00:30:43,9522
2262,2856,Delivered,01:47:02,4830
2263,3859,Delivered,00:06:23,5442
2264,2826,In Transit,01:36:17,7855
2265,3773,Delivered,01:08:59,5632
2266,1434,Order Placed,00:17:44,4542
2267,7453,In Transit,00:30:48,3129
2268,8810,In Transit,01:22:16,344
2269,8702,Delivered,00:55:49,560
2270,9824,Delivered,00:40:29,7842
2271,7701,Delivered,00:22:18,6259
2272,9307,Delivered,00:32:12,2968
2273,832,Delivered,01:27:42,8085
2274,6610,Delivered,00:18:45,7608
2275,8895,Delivered,00:49:34,1000
2276,2513,Delivered,00:25:18,6652
2277,6573,In Transit,01:59:44,1219
2278,7008,Delivered,01:09:01,1548
2279,6071,Not Delivered,01:51:56,2654
2280,8036,In Transit,00:57:44,4895
2281,317,Not Delivered,01:29:40,4872
2282,3754,Delivered,01:35:43,9797
2283,4343,Delivered,00:33:45,8626
2284,9182,Order Placed,00:26:10,6137
2285,3839,In Transit,00:57:21,9932
2286,9690,Delivered,00:18:53,6596
2287,4011,Delivered,01:50:30,7462
2288,3157,Delivered,01:24:56,9012
2289,9678,Order Placed,01:15:34,8951
2290,8110,Not Delivered,00:34:39,5677
2291,6501,Order Placed,01:55:11,3426
2292,8871,In Transit,01:28:09,3802
2293,1961,Delivered,00:44:42,5089
2294,9994,Delivered,01:19:55,871
2295,252,Delivered,01:24:36,6405
2296,706,Delivered,01:51:05,5514
2297,8700,Order Placed,00:44:37,9168
2298,7180,Not Delivered,00:58:58,7032
2299,516,Delivered,01:15:53,6495
2300,3612,Delivered,00:12:05,2670
2301,1675,Delivered,00:39:24,4051
2302,8141,Delivered,00:53:34,5833
2303,9657,Delivered,00:19:20,2324
2304,6676,Delivered,00:20:22,5421
2305,4886,Delivered,00:16:26,9363
2306,5128,Delivered,01:23:48,3350
2307,3312,Delivered,00:35:15,1177
2308,6971,Order Placed,00:50:03,8293
2309,6240,Delivered,01:52:36,6064
2310,1008,Order Placed,00:08:26,6777
2311,3196,Delivered,01:33:28,7392
2312,9768,Delivered,01:23:55,7653
2313,170,Not Delivered,00:30:07,9405
2314,8239,In Transit,01:57:53,7168
2315,4013,Delivered,00:22:57,5920
2316,7434,Delivered,00:36:44,117
2317,4436,Not Delivered,00:19:34,6712
2318,152,Delivered,01:49:40,4932
2319,3639,Not Delivered,01:40:34,1487
2320,9869,Delivered,00:17:15,2462
