restaurant_id,restaurant_name,city,opening_hours
2939,Grand Biryani Express,Pune,7:00 AM - 10:00 PM
2940,Modern Bazaar Bar & Kitchen,Mumbai,9:00 AM - 12:00 AM
2941,Royal Corner Point,Delhi,10:00 AM - 10:00 PM
2942,Classic Haveli Point,Jaipur,8:00 AM - 10:00 PM
2943,Old Kabab & Co.,Bengaluru,9:00 AM - 12:00 AM
2944,Silver House & Co.,Delhi,11:30 AM - 11:45 PM
2945,The Tadka,Chennai,9:00 AM - 12:00 AM
2946,Cafe Dosa Hub,Delhi,9:00 AM - 11:00 PM
2947,Biryani Rasoi & Co.,Mumbai,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
2948,Desi Biryani,Bengaluru,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
2949,Spice Haveli Point,Bengaluru,6:00 PM - 3:00 AM
2950,Spice Thali Junction,Bengaluru,10:00 AM - 10:00 PM
2951,Desi Flavours Hub,Ahmedabad,9:00 AM - 12:00 AM
2952,Silver Haveli Hub,Hyderabad,12:00 PM - 12:00 AM
2953,Classic Bites Place,Bengaluru,7:00 AM - 10:00 PM
2954,Fusion Spice Express,Surat,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
2955,Classic Palace Hub,Kolkata,24 Hours
2956,Old Annapoorna & Co.,Ahmedabad,10:00 AM - 10:00 PM
2957,Royal Haveli Lounge,Delhi,9:00 AM - 11:00 PM
2958,Fusion Bazaar Hub,Bengaluru,10:00 AM - 10:00 PM
2959,Royal Bazaar Point,Mumbai,11:00 AM - 11:00 PM
2960,Old Masala Bar & Kitchen,Chennai,9:00 AM - 12:00 AM
2961,Cafe Annapoorna Lounge,Delhi,9:00 AM - 11:00 PM
2962,Cafe Masala & Co.,Delhi,11:00 AM - 11:00 PM
2963,Fusion Mahal Point,Kolkata,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
2964,Classic Flavours Hub,Kolkata,8:00 AM - 10:00 PM
2965,Modern Bites Lounge,Pune,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
2966,Restaurant Corner Point,Delhi,10:00 AM - 10:00 PM
2967,The Spice Cafe,Mumbai,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
2968,Spice Haveli Place,Ahmedabad,11:30 AM - 11:45 PM
2969,Royal Palace Junction,Hyderabad,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
2970,Fusion Corner Point,Mumbai,6:00 PM - 3:00 AM
2971,Modern Dhaba Lounge,Chennai,11:30 AM - 11:45 PM
2972,Golden Kitchen Point,Hyderabad,24 Hours
2973,Little Kitchen Express,Bengaluru,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
2974,Silver Swad Hub,Mumbai,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
2975,Cafe Kabab Cafe,Delhi,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
2976,New Table,Chennai,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
2977,Big Tadka Point,Chennai,11:00 AM - 11:00 PM
2978,Urban Bazaar Express,Mumbai,6:00 PM - 3:00 AM
2979,Heritage Annapoorna & Co.,Delhi,8:00 AM - 10:00 PM
2980,Big Tandoor Hub,Delhi,12:00 PM - 12:00 AM
2981,Biryani Dosa,Kolkata,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
2982,Heritage Corner Point,Bengaluru,10:00 AM - 10:00 PM
2983,Desi Darbar,Delhi,6:00 PM - 3:00 AM
2984,Silver Table & Co.,Chennai,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
2985,Little Khana Bar & Kitchen,Delhi,6:00 PM - 3:00 AM
2986,New Thali Point,Ahmedabad,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
2987,Grand Mahal,Delhi,10:00 AM - 11:00 PM
2988,Golden Palace,Jaipur,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
2989,Golden Table & Co.,Delhi,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
2990,Grand Biryani Junction,Delhi,8:00 AM - 11:00 PM
2991,Urban Kabab Express,Mumbai,11:00 AM - 11:00 PM
2992,Urban Bites,Bengaluru,8:00 AM - 11:00 PM
2993,Classic Garden,Delhi,6:00 PM - 3:00 AM
2994,Big Grill,Hyderabad,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
2995,Silver Masala & Co.,Mumbai,7:00 AM - 10:00 PM
2996,Urban Annapoorna Place,Hyderabad,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
2997,Spice Annapoorna Express,Hyderabad,12:00 PM - 12:00 AM
2998,Heritage Rasoi Express,Bengaluru,9:00 AM - 11:00 PM
2999,Heritage Darbar Lounge,Delhi,8:00 AM - 11:00 PM
3000,Hotel Grill & Co.,Bengaluru,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
3001,Classic Kitchen Place,Delhi,9:00 AM - 12:00 AM
3002,Little Curry Bar & Kitchen,Mumbai,6:00 PM - 3:00 AM
3003,Modern Dosa Bar & Kitchen,Delhi,9:00 AM - 12:00 AM
3004,Urban Palace,Hyderabad,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
3005,Fusion Bazaar Lounge,Mumbai,9:00 AM - 12:00 AM
3006,Fusion Biryani & Co.,Delhi,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
3007,Hotel Curry Lounge,Ahmedabad,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
3008,Urban Rasoi Lounge,Kolkata,12:00 PM - 12:00 AM
3009,Silver Swad Hub,Mumbai,11:00 AM - 11:00 PM
3010,The Bites Cafe,Bengaluru,11:00 AM - 11:00 PM
3011,Spice Haveli Hub,Mumbai,9:00 AM - 12:00 AM
3012,Cafe Biryani Junction,Hyderabad,9:00 AM - 12:00 AM
3013,Golden Corner Cafe,Hyderabad,11:00 AM - 11:00 PM
3014,Biryani Swad Point,Bengaluru,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
3015,Big Rasoi,Chennai,8:00 AM - 10:00 PM
3016,Urban Palace Junction,Kolkata,8:00 AM - 10:00 PM
3017,Urban Tandoor Junction,Mumbai,11:00 AM - 11:00 PM
3018,Silver Tadka Bar & Kitchen,Delhi,8:00 AM - 10:00 PM
3019,Urban Dhaba Junction,Kolkata,11:00 AM - 11:00 PM
3020,Cafe Curry Point,Surat,24 Hours
3021,Urban Darbar Junction,Chennai,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
3022,Little Haveli,Hyderabad,11:00 AM - 11:00 PM
3023,Golden Kitchen & Co.,Bengaluru,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
3024,Little Masala Point,Mumbai,12:00 PM - 12:00 AM
3025,Hotel Table Cafe,Pune,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
3026,Fusion Biryani Cafe,Mumbai,11:00 AM - 11:00 PM
3027,Biryani Bazaar Express,Hyderabad,7:00 AM - 10:00 PM
3028,Heritage Biryani Lounge,Mumbai,9:00 AM - 12:00 AM
3029,Big Palace Junction,Kolkata,9:00 AM - 12:00 AM
3030,Little Swad Express,Hyderabad,6:00 PM - 3:00 AM
3031,Heritage Tadka Place,Mumbai,24 Hours
3032,Golden Kitchen Cafe,Chennai,8:00 AM - 11:00 PM
3033,Fusion Mahal Express,Bengaluru,11:00 AM - 11:00 PM
3034,Fusion Flame Express,Bengaluru,11:00 AM - 11:00 PM
3035,Royal Tadka Cafe,Jaipur,8:00 AM - 11:00 PM
3036,Cafe Masala Bar & Kitchen,Ahmedabad,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
3037,Desi Darbar & Co.,Delhi,8:00 AM - 11:00 PM
3038,Cafe Palace Point,Mumbai,10:00 AM - 10:00 PM
3039,Royal Dosa Lounge,Chennai,24 Hours
3040,The Garden Lounge,Surat,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
3041,Heritage Khana & Co.,Ahmedabad,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
3042,Restaurant Swad Bar & Kitchen,Hyderabad,8:00 AM - 11:00 PM
3043,Classic Garden Cafe,Delhi,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
3044,Restaurant Palace,Chennai,7:00 AM - 10:00 PM
3045,Little Rasoi Cafe,Pune,9:00 AM - 11:00 PM
3046,New Rasoi Express,Delhi,9:00 AM - 12:00 AM
3047,Biryani Mahal Hub,Bengaluru,8:00 AM - 11:00 PM
3048,Little House Junction,Mumbai,6:00 PM - 3:00 AM
3049,The Spice Place,Delhi,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
3050,Big Zaika Lounge,Delhi,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
3051,Biryani Corner Point,Chennai,12:00 PM - 12:00 AM
3052,Golden Spice Junction,Delhi,6:00 PM - 3:00 AM
3053,Old Curry Bar & Kitchen,Pune,11:00 AM - 11:00 PM
3054,Grand Zaika Place,Chennai,8:00 AM - 11:00 PM
3055,Urban Darbar Hub,Kolkata,9:00 AM - 11:00 PM
3056,Spice Swad Lounge,Pune,8:00 AM - 10:00 PM
3057,Hotel Tandoor Hub,Bengaluru,8:00 AM - 10:00 PM
3058,Fusion Flavours Place,Delhi,8:00 AM - 10:00 PM
3059,Biryani Thali Point,Hyderabad,11:30 AM - 11:45 PM
3060,Silver Corner Bar & Kitchen,Kolkata,7:00 AM - 10:00 PM
3061,Silver Bites Cafe,Chennai,10:00 AM - 11:00 PM
3062,The Thali Bar & Kitchen,Mumbai,24 Hours
3063,Restaurant Kabab Junction,Bengaluru,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
3064,Modern Tandoor Place,Hyderabad,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
3065,Fusion Darbar Hub,Jaipur,9:00 AM - 12:00 AM
3066,Old Garden Lounge,Chennai,11:00 AM - 11:00 PM
3067,Hotel Mahal,Delhi,24 Hours
3068,New Khana Bar & Kitchen,Chennai,6:00 PM - 3:00 AM
3069,Heritage Tadka & Co.,Hyderabad,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
3070,Old Bazaar Hub,Kolkata,8:00 AM - 11:00 PM
3071,Golden Zaika Cafe,Mumbai,10:00 AM - 10:00 PM
3072,Royal Haveli Bar & Kitchen,Ahmedabad,12:00 PM - 12:00 AM
3073,Biryani Khana Lounge,Delhi,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
3074,Old Corner Lounge,Bengaluru,9:00 AM - 12:00 AM
3075,Classic Corner Express,Mumbai,11:00 AM - 11:00 PM
3076,New Palace Express,Mumbai,11:00 AM - 11:00 PM
3077,Desi Palace Cafe,Bengaluru,9:00 AM - 11:00 PM
3078,Golden Bazaar Point,Mumbai,24 Hours
3079,Little Kabab Point,Chennai,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
3080,Grand Kabab Junction,Pune,6:00 PM - 3:00 AM
3081,The Biryani Cafe,Bengaluru,24 Hours
3082,Classic Mahal Junction,Kolkata,11:30 AM - 11:45 PM
3083,Modern Biryani Hub,Mumbai,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
3084,Little Bazaar Bar & Kitchen,Chennai,6:00 PM - 3:00 AM
3085,New Curry Bar & Kitchen,Mumbai,9:00 AM - 11:00 PM
3086,Biryani Annapoorna Express,Delhi,10:00 AM - 11:00 PM
3087,Fusion Bazaar Hub,Hyderabad,11:30 AM - 11:45 PM
3088,Fusion Thali Hub,Hyderabad,10:00 AM - 11:00 PM
3089,New Biryani Place,Bengaluru,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
3090,Royal Bazaar Point,Chennai,10:00 AM - 11:00 PM
3091,Golden Tandoor Place,Delhi,11:30 AM - 11:45 PM
3092,Urban Dosa Place,Mumbai,10:00 AM - 11:00 PM
3093,Restaurant Bazaar Junction,Delhi,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
3094,Spice Rasoi Express,Jaipur,9:00 AM - 11:00 PM
3095,Hotel Chowk Cafe,Bengaluru,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
3096,Old Haveli Point,Mumbai,7:00 AM - 10:00 PM
3097,New Annapoorna Place,Delhi,8:00 AM - 11:00 PM
3098,Desi Biryani Place,Ahmedabad,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
3099,Modern Haveli & Co.,Chennai,12:00 PM - 12:00 AM
3100,Biryani Tadka,Hyderabad,11:00 AM - 11:00 PM
3101,The Dosa,Mumbai,9:00 AM - 12:00 AM
3102,Spice Palace Point,Hyderabad,9:00 AM - 11:00 PM
3103,Heritage Table Express,Mumbai,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
3104,Urban Haveli Express,Mumbai,9:00 AM - 11:00 PM
3105,Little Bazaar Point,Bengaluru,8:00 AM - 10:00 PM
3106,New Tadka,Chennai,8:00 AM - 11:00 PM
3107,New Bazaar Hub,Pune,9:00 AM - 12:00 AM
3108,Spice Mahal Lounge,Bengaluru,11:30 AM - 11:45 PM
3109,Little Flame Point,Delhi,12:00 PM - 12:00 AM
3110,Big Masala Junction,Mumbai,9:00 AM - 11:00 PM
3111,Classic Bites Hub,Mumbai,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
3112,Biryani Thali Express,Mumbai,7:00 AM - 10:00 PM
3113,Silver Zaika Bar & Kitchen,Delhi,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
3114,Modern Grill Hub,Chennai,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
3115,Modern Zaika Cafe,Pune,12:00 PM - 12:00 AM
3116,Heritage Dosa Express,Bengaluru,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
3117,Urban Dhaba Bar & Kitchen,Hyderabad,8:00 AM - 10:00 PM
3118,Desi Bazaar Place,Bengaluru,10:00 AM - 11:00 PM
3119,Silver Tadka Hub,Ahmedabad,10:00 AM - 11:00 PM
3120,Spice Tandoor Junction,Mumbai,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
3121,Hotel Mahal Place,Hyderabad,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
3122,Silver Flame Point,Pune,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
3123,Big Biryani Hub,Kolkata,9:00 AM - 12:00 AM
3124,Old Flavours & Co.,Bengaluru,6:00 PM - 3:00 AM
3125,Desi Biryani Bar & Kitchen,Delhi,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
3126,New Mahal Bar & Kitchen,Kolkata,9:00 AM - 11:00 PM
3127,Royal Flavours Express,Chennai,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
3128,Little Grill Lounge,Pune,10:00 AM - 10:00 PM
3129,Grand Corner Point,Bengaluru,10:00 AM - 10:00 PM
3130,The Garden Junction,Chennai,9:00 AM - 11:00 PM
3131,Old Table Junction,Chennai,11:30 AM - 11:45 PM
3132,Modern Kabab Point,Delhi,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
3133,Hotel Table Point,Mumbai,7:00 AM - 10:00 PM
3134,Heritage Mahal Bar & Kitchen,Mumbai,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
3135,Spice Tandoor Hub,Delhi,11:30 AM - 11:45 PM
3136,Silver Rasoi Place,Pune,9:00 AM - 11:00 PM
3137,Little Curry & Co.,Hyderabad,10:00 AM - 10:00 PM
3138,Heritage Swad Point,Delhi,8:00 AM - 10:00 PM
3139,Cafe Darbar Point,Delhi,12:00 PM - 12:00 AM
3140,Restaurant Dosa,Delhi,10:00 AM - 11:00 PM
3141,Heritage Khana,Bengaluru,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
3142,Cafe Tandoor Cafe,Kolkata,11:00 AM - 11:00 PM
3143,Hotel Zaika Express,Chennai,7:00 AM - 10:00 PM
3144,Old Thali Bar & Kitchen,Hyderabad,8:00 AM - 11:00 PM
3145,Spice Garden Lounge,Chennai,10:00 AM - 10:00 PM
3146,Little Thali Junction,Delhi,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
3147,Old Bazaar,Delhi,11:30 AM - 11:45 PM
3148,New Haveli Place,Chennai,9:00 AM - 11:00 PM
3149,Old Kitchen Lounge,Chennai,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
3150,Big Biryani Place,Ahmedabad,10:00 AM - 10:00 PM
3151,Desi Bazaar Junction,Mumbai,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
3152,The Dhaba Lounge,Hyderabad,7:00 AM - 10:00 PM
3153,Restaurant Zaika Lounge,Delhi,7:00 AM - 10:00 PM
3154,Old Kabab Cafe,Bengaluru,6:00 PM - 3:00 AM
3155,Hotel Rasoi Point,Chennai,11:30 AM - 11:45 PM
3156,Hotel Grill Hub,Bengaluru,12:00 PM - 12:00 AM
3157,Big Kitchen Junction,Delhi,8:00 AM - 11:00 PM
3158,Hotel Thali Place,Delhi,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
3159,Hotel Garden Point,Hyderabad,8:00 AM - 11:00 PM
3160,Urban House Place,Mumbai,24 Hours
3161,Classic Grill Lounge,Chennai,10:00 AM - 10:00 PM
3162,Grand Garden,Pune,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
3163,Royal Tadka Lounge,Chennai,6:00 PM - 3:00 AM
3164,Big Annapoorna Bar & Kitchen,Kolkata,8:00 AM - 11:00 PM
3165,Biryani House Hub,Bengaluru,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
3166,Restaurant Grill Bar & Kitchen,Delhi,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
3167,Desi Garden Lounge,Bengaluru,11:30 AM - 11:45 PM
3168,Old Khana Point,Delhi,8:00 AM - 11:00 PM
3169,Urban Dhaba Hub,Chennai,24 Hours
3170,Restaurant Biryani,Ahmedabad,11:00 AM - 11:00 PM
3171,Grand Grill,Bengaluru,9:00 AM - 11:00 PM
3172,Grand Garden Express,Bengaluru,11:30 AM - 11:45 PM
3173,Classic Biryani,Chennai,10:00 AM - 10:00 PM
3174,Grand Bites,Delhi,8:00 AM - 10:00 PM
3175,Restaurant Tadka Junction,Pune,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
3176,Old Chowk Hub,Kolkata,9:00 AM - 12:00 AM
3177,Silver Garden Point,Mumbai,7:00 AM - 10:00 PM
3178,Modern House Junction,Jaipur,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
3179,Royal Kabab Point,Kolkata,11:30 AM - 11:45 PM
3180,Heritage Biryani Express,Delhi,24 Hours
3181,Golden Masala Hub,Bengaluru,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
3182,Golden Zaika Hub,Hyderabad,12:00 PM - 12:00 AM
3183,Biryani Dosa Point,Ahmedabad,6:00 PM - 3:00 AM
3184,New Bites Place,Ahmedabad,8:00 AM - 11:00 PM
3185,The Table Bar & Kitchen,Bengaluru,7:00 AM - 10:00 PM
3186,Grand Swad Hub,Delhi,10:00 AM - 10:00 PM
3187,Cafe Curry Lounge,Mumbai,11:30 AM - 11:45 PM
3188,The Curry,Delhi,12:00 PM - 12:00 AM
3189,Fusion Tadka Place,Bengaluru,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
3190,Spice Chowk & Co.,Delhi,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
3191,Modern Rasoi Point,Delhi,10:00 AM - 10:00 PM
3192,Little Bites Place,Hyderabad,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
3193,Desi Garden Bar & Kitchen,Delhi,8:00 AM - 11:00 PM
3194,Royal Chowk Hub,Hyderabad,8:00 AM - 11:00 PM
3195,New Corner Cafe,Bengaluru,8:00 AM - 11:00 PM
3196,Classic Corner & Co.,Delhi,9:00 AM - 12:00 AM
3197,Silver Khana Place,Ahmedabad,10:00 AM - 11:00 PM
3198,Fusion Rasoi Place,Delhi,10:00 AM - 10:00 PM
3199,Old Khana Hub,Bengaluru,9:00 AM - 12:00 AM
3200,Golden Corner Lounge,Mumbai,24 Hours
3201,New Khana Junction,Bengaluru,8:00 AM - 11:00 PM
3202,Heritage Swad & Co.,Kolkata,10:00 AM - 11:00 PM
3203,Grand Biryani Place,Kolkata,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
3204,Urban Grill Hub,Hyderabad,24 Hours
3205,Biryani Thali Lounge,Kolkata,9:00 AM - 11:00 PM
3206,The Annapoorna,Delhi,8:00 AM - 10:00 PM
3207,Urban Masala Express,Chennai,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
3208,Golden Flame Express,Hyderabad,11:30 AM - 11:45 PM
3209,Cafe Curry Place,Mumbai,24 Hours
3210,Silver Masala Lounge,Delhi,12:00 PM - 12:00 AM
3211,Old Bites Lounge,Mumbai,24 Hours
3212,Golden Swad,Kolkata,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
3213,Urban Rasoi Bar & Kitchen,Delhi,7:00 AM - 10:00 PM
3214,Classic Chowk Hub,Delhi,8:00 AM - 10:00 PM
3215,Little Flame Lounge,Bengaluru,11:00 AM - 11:00 PM
3216,Big Flame,Bengaluru,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
3217,Urban Darbar Hub,Bengaluru,12:00 PM - 12:00 AM
3218,Old Zaika Hub,Pune,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
3219,Golden Dhaba Place,Ahmedabad,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
3220,Golden Haveli Junction,Chennai,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
3221,Heritage Spice,Hyderabad,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
3222,New Dosa Express,Ahmedabad,8:00 AM - 10:00 PM
3223,Cafe Mahal Cafe,Delhi,8:00 AM - 11:00 PM
3224,Cafe Corner Lounge,Hyderabad,6:00 PM - 3:00 AM
3225,Big Swad,Chennai,8:00 AM - 10:00 PM
3226,Modern Chowk Bar & Kitchen,Chennai,12:00 PM - 12:00 AM
3227,Heritage Grill Lounge,Bengaluru,6:00 PM - 3:00 AM
3228,Classic Masala Point,Delhi,10:00 AM - 10:00 PM
3229,Big Masala & Co.,Chennai,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
3230,Old Bites & Co.,Bengaluru,10:00 AM - 10:00 PM
3231,Royal Haveli Junction,Kolkata,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
3232,Spice Khana Express,Hyderabad,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
3233,Cafe Palace Junction,Delhi,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
3234,Urban Bazaar Express,Chennai,8:00 AM - 10:00 PM
3235,Classic Zaika Point,Delhi,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
3236,Biryani Spice Junction,Delhi,8:00 AM - 11:00 PM
3237,Cafe Biryani Hub,Chennai,8:00 AM - 10:00 PM
3238,Classic Kitchen Bar & Kitchen,Pune,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
3239,Big Spice Hub,Mumbai,12:00 PM - 12:00 AM
3240,Grand Bites Express,Delhi,24 Hours
3241,Grand Corner,Kolkata,6:00 PM - 3:00 AM
3242,Old Tandoor Junction,Ahmedabad,24 Hours
3243,Modern Haveli Junction,Kolkata,11:00 AM - 11:00 PM
3244,Desi Thali Place,Mumbai,10:00 AM - 11:00 PM
3245,Golden Garden & Co.,Bengaluru,8:00 AM - 10:00 PM
3246,Fusion Bazaar Bar & Kitchen,Hyderabad,8:00 AM - 11:00 PM
3247,New Zaika,Bengaluru,9:00 AM - 12:00 AM
3248,New Zaika Point,Kolkata,11:00 AM - 11:00 PM
3249,Fusion Corner Lounge,Mumbai,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
3250,Fusion Curry Point,Mumbai,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
3251,Old Garden Express,Surat,8:00 AM - 11:00 PM
3252,Little Grill Hub,Kolkata,10:00 AM - 10:00 PM
3253,Desi Bites,Delhi,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
3254,Old Swad Lounge,Delhi,8:00 AM - 10:00 PM
3255,Desi Dhaba Lounge,Delhi,10:00 AM - 11:00 PM
3256,The Darbar Junction,Ahmedabad,10:00 AM - 10:00 PM
3257,New Corner Lounge,Delhi,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
3258,New Masala Express,Kolkata,12:00 PM - 12:00 AM
3259,Cafe Palace,Mumbai,11:00 AM - 11:00 PM
3260,The Dosa Cafe,Mumbai,9:00 AM - 11:00 PM
3261,Modern Thali Cafe,Hyderabad,11:00 AM - 11:00 PM
3262,Heritage Flame,Bengaluru,11:00 AM - 11:00 PM
3263,Fusion Biryani & Co.,Mumbai,8:00 AM - 11:00 PM
3264,Heritage Spice & Co.,Delhi,11:30 AM - 11:45 PM
3265,The Bazaar Cafe,Bengaluru,8:00 AM - 11:00 PM
3266,Cafe Dhaba,Pune,11:30 AM - 11:45 PM
3267,Urban House Cafe,Mumbai,12:00 PM - 12:00 AM
3268,Biryani Darbar Hub,Mumbai,9:00 AM - 11:00 PM
3269,Heritage Masala Place,Kolkata,24 Hours
3270,Urban Spice Express,Chennai,9:00 AM - 11:00 PM
3271,Golden Dosa Point,Delhi,7:00 AM - 10:00 PM
3272,Heritage Masala Hub,Mumbai,6:00 PM - 3:00 AM
3273,Desi Grill Express,Kolkata,11:00 AM - 11:00 PM
3274,Old Dhaba Junction,Chennai,24 Hours
3275,Classic Kitchen Cafe,Pune,6:00 PM - 3:00 AM
3276,Silver Khana Place,Hyderabad,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
3277,Heritage Bazaar Bar & Kitchen,Chennai,9:00 AM - 11:00 PM
3278,Cafe Thali,Delhi,7:00 AM - 10:00 PM
3279,Little Annapoorna Junction,Mumbai,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
3280,Old Darbar Lounge,Kolkata,11:00 AM - 11:00 PM
3281,Desi Tadka Place,Delhi,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
3282,Cafe Haveli Place,Bengaluru,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
3283,Royal Kitchen Hub,Kolkata,11:00 AM - 11:00 PM
3284,Heritage Spice Junction,Ahmedabad,11:00 AM - 11:00 PM
3285,Golden Swad,Delhi,11:30 AM - 11:45 PM
3286,Heritage Chowk & Co.,Chennai,11:00 AM - 11:00 PM
3287,Classic Dhaba & Co.,Delhi,10:00 AM - 10:00 PM
3288,Silver Annapoorna Point,Delhi,12:00 PM - 12:00 AM
3289,Classic Corner Bar & Kitchen,Mumbai,8:00 AM - 11:00 PM
3290,Golden Spice & Co.,Mumbai,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
3291,Little Palace Hub,Delhi,6:00 PM - 3:00 AM
3292,Little Grill Hub,Kolkata,11:30 AM - 11:45 PM
3293,Old Khana Express,Mumbai,9:00 AM - 11:00 PM
3294,Little Darbar Junction,Hyderabad,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
3295,Restaurant Corner Bar & Kitchen,Hyderabad,10:00 AM - 11:00 PM
3296,Urban Biryani Hub,Mumbai,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
3297,Cafe Swad Cafe,Mumbai,10:00 AM - 11:00 PM
