order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
2646,7503,8488,Rogan Josh,30-10-2022,12:41:07,Cancelled,1925
2647,59,1556,Pav Bhaji,18-08-2024,08:07:54,Completed,2089
2648,8268,7858,Poha,01-03-2024,08:28:43,Completed,260
2649,9844,3838,Tandoori Roti,31-10-2024,14:51:39,Completed,1323
2650,5056,2175,Upma,04-02-2023,08:48:39,Completed,1473
2651,3093,6745,Tandoori Roti,19-05-2023,13:53:38,Completed,566
2652,6356,3460,Garlic Naan,24-01-2024,07:03:07,Cancelled,2422
2653,7171,8278,Bisi Bele Bath,20-07-2024,07:45:19,Completed,1201
2654,5503,6008,Kadai Chicken,08-07-2024,09:53:13,Completed,238
2655,1081,3774,Aloo Paratha,25-01-2023,12:16:10,Completed,2066
2656,7437,2466,Hyderabadi Biryani,15-07-2022,16:16:36,Completed,1058
2657,4327,7706,Gulab Jamun,19-01-2023,17:51:07,Completed,1986
2658,1475,2811,Rogan Josh,27-08-2022,20:33:07,Completed,1522
2659,9177,8351,Sambar Rice,25-02-2024,13:27:34,Completed,1645
2660,9693,1765,Rabri,05-07-2023,08:19:15,Completed,538
2661,7396,2809,Chole Bhature,11-08-2024,12:29:07,Completed,1780
2662,29,9735,Poha,24-04-2024,07:00:04,Completed,564
2663,9130,3418,Seekh Kebab,15-03-2023,17:11:57,Cancelled,1722
2664,6730,7719,Chole Bhature,17-09-2024,10:59:58,Completed,822
2665,8130,849,Galouti Kebab,05-02-2024,12:29:24,Completed,2187
2666,9208,8661,Matar Paneer,04-12-2023,03:06:56,Completed,2091
2667,360,7318,Rava Dosa,22-09-2023,18:39:25,Completed,1498
2668,1152,2571,Pesarattu,05-05-2023,22:47:39,Completed,1750
2669,9133,2805,Saag Aloo,23-11-2023,13:34:29,Completed,985
2670,3841,2172,Seekh Kebab,04-02-2023,16:00:21,Completed,2159
2671,1089,2186,Masala Dosa,07-04-2024,08:38:52,Cancelled,1842
2672,2987,4531,Poha,23-02-2024,18:33:05,Completed,2329
2673,4441,4795,Pav Bhaji,21-11-2022,17:32:47,Completed,1199
2674,28,6944,Poha,17-06-2022,11:10:59,Completed,291
2675,7890,4744,Bisi Bele Bath,03-03-2023,22:24:53,Cancelled,1102
2676,9606,2883,Pesarattu,26-06-2024,11:10:26,Completed,1306
2677,9178,9361,Dum Aloo,14-05-2023,10:52:33,Cancelled,641
2678,2976,2666,Rogan Josh,27-01-2023,09:55:53,Completed,244
2679,8710,8321,Pav Bhaji,12-06-2022,12:11:19,Completed,86
2680,3469,9490,Hyderabadi Biryani,06-10-2023,16:59:34,Cancelled,2353
2681,9147,6251,Rabri,20-03-2024,19:22:31,Completed,1817
2682,4381,2828,Saag Aloo,04-03-2024,19:48:37,Completed,135
2683,4219,8976,Saag Aloo,08-09-2022,09:09:39,Cancelled,1760
2684,9272,762,Paneer Tikka,22-11-2024,17:08:06,Cancelled,1141
2685,8122,515,Fish Curry,29-09-2024,09:12:38,Completed,1980
2686,6546,8162,Uttapam,05-12-2024,10:56:48,Completed,1786
2687,1404,9121,Tamarind Rice,17-07-2022,18:18:49,Completed,1331
2688,4351,2031,Saag Aloo,21-11-2023,18:27:43,Completed,2133
2689,560,8289,Fish Curry,29-12-2022,12:47:05,Completed,2159
2690,2146,3053,Shahi Paneer,22-04-2024,15:01:33,Completed,1383
2691,18,5560,Pulao,24-06-2023,03:33:24,Completed,1954
2692,3809,5066,Shammi Kebab,06-11-2023,18:43:47,Cancelled,1961
2693,3202,5183,Jalebi,13-11-2024,21:25:42,Completed,773
2694,3231,2001,Hyderabadi Biryani,16-08-2022,22:06:36,Completed,2410
2695,8968,9835,Butter Naan,02-07-2023,20:24:25,Completed,759
2696,3773,6715,Gulab Jamun,15-10-2023,18:26:44,Completed,2372
2697,9323,3589,Galouti Kebab,06-08-2024,10:50:08,Completed,176
2698,6253,5376,Mutton Curry,07-07-2024,20:39:25,Completed,399
2699,6639,9440,Pav Bhaji,29-01-2024,09:53:08,Completed,1543
2700,4307,2901,Phirni,05-11-2024,04:32:33,Cancelled,1205
2701,8186,8532,Aloo Gobi,13-05-2023,11:43:23,Completed,1537
2702,2675,3287,Paneer Tikka,09-09-2024,17:15:26,Completed,810
2703,4761,4972,Halwa,12-03-2024,20:55:50,Completed,163
2704,4939,3757,Aloo Gobi,29-05-2023,14:36:10,Completed,621
2705,7024,3469,Halwa,24-11-2022,08:27:11,Completed,1386
2706,8762,5454,Uttapam,28-02-2023,16:19:54,Completed,1945
2707,1447,3195,Nihari,29-10-2022,16:26:17,Completed,766
2708,7596,5006,Lemon Rice,19-09-2022,07:04:49,Completed,1015
2709,9074,6563,Dal Fry,23-09-2022,12:13:19,Completed,1665
2710,2023,4974,Rava Dosa,07-02-2024,16:28:58,Cancelled,2404
2711,3524,5214,Matar Paneer,26-08-2023,13:17:02,Cancelled,1876
2712,7829,1324,Bisi Bele Bath,24-08-2022,17:41:55,Completed,1448
2713,341,8190,Vada Pav,28-08-2024,20:32:25,Cancelled,620
2714,8940,8568,Rabri,21-08-2024,18:31:54,Completed,2182
2715,966,7055,Masala Dosa,17-06-2022,17:55:38,Completed,514
2716,1113,8051,Tandoori Roti,08-10-2023,19:27:39,Completed,2474
2717,4535,4141,Mutton Curry,09-10-2023,17:12:52,Completed,1158
2718,6393,3818,Palak Paneer,29-06-2023,18:26:02,Completed,1655
2719,798,4286,Rajma Chawal,24-08-2024,12:27:22,Completed,141
2720,379,7777,Seekh Kebab,08-04-2024,08:19:10,Completed,1855
2721,1049,8291,Aloo Gobi,22-11-2024,16:07:57,Completed,1533
2722,7651,7872,Halwa,21-10-2022,16:24:04,Cancelled,2344
2723,3914,8137,Pav Bhaji,23-07-2022,18:52:07,Completed,2309
2724,5311,6181,Jeera Rice,12-03-2024,08:11:29,Completed,168
2725,4772,9725,Jeera Rice,18-08-2024,15:02:09,Completed,1318
2726,8671,2148,Tandoori Roti,06-02-2024,09:26:20,Completed,835
2727,2543,2911,Pav Bhaji,21-07-2023,12:14:26,Cancelled,198
2728,5484,8060,Rasgulla,04-05-2023,10:06:15,Completed,1345
2729,584,3429,Paneer Tikka,18-09-2024,12:14:40,Cancelled,2483
2730,9142,9468,Rajma Chawal,05-07-2024,08:47:05,Completed,789
2731,5086,187,Rava Dosa,08-10-2022,17:17:34,Completed,1713
2732,872,5403,Shahi Paneer,06-07-2024,09:22:47,Completed,290
2733,371,7693,Medu Vada,07-09-2024,09:51:44,Completed,2021
2734,4442,460,Masala Papad,23-12-2024,13:48:21,Completed,2232
2735,6843,1739,Shahi Paneer,27-12-2024,14:13:57,Cancelled,503
2736,7512,1598,Mutton Curry,01-10-2024,12:19:32,Completed,358
2737,1033,3149,Mutton Curry,11-03-2024,01:52:14,Cancelled,436
2738,6021,9326,Fish Curry,04-11-2022,17:35:43,Completed,1790
2739,1612,2029,Rogan Josh,17-04-2023,07:38:09,Completed,207
2740,9660,9896,Tamarind Rice,07-09-2022,14:23:26,Completed,1451
2741,1557,7318,Rava Dosa,24-05-2023,16:29:08,Completed,1216
2742,3573,1705,Dal Makhani,22-07-2022,16:20:47,Completed,589
2743,4708,362,Upma,27-10-2023,00:38:20,Completed,1148
2744,3304,6969,Poha,05-04-2024,13:30:05,Completed,544
2745,5492,1868,Butter Naan,02-03-2024,13:01:24,Completed,289
2746,3250,3379,Kadai Chicken,26-09-2023,16:43:29,Cancelled,1706
2747,4672,3527,Dum Aloo,19-08-2022,19:05:14,Completed,2263
2748,397,6972,Poha,09-03-2023,11:54:56,Completed,653
2749,7461,3709,Rabri,06-09-2022,14:32:15,Completed,524
2750,7274,865,Hyderabadi Biryani,15-03-2023,14:41:06,Completed,1871
2751,4427,3406,Phirni,13-06-2022,03:37:51,Completed,1789
2752,6285,6755,Butter Chicken,29-12-2024,13:22:53,Completed,1732
2753,8610,8621,Mixed Veg,16-02-2023,08:12:41,Completed,317
2754,5826,477,Poha,23-11-2023,03:17:02,Completed,1490
2755,2000,5290,Rasgulla,24-02-2024,08:17:26,Completed,1462
2756,5226,1014,Kadai Chicken,31-12-2022,14:34:37,Completed,2035
2757,2608,5475,Aloo Paratha,30-07-2024,14:38:56,Completed,460
2758,1280,314,Shahi Paneer,06-04-2024,19:17:14,Completed,501
2759,4636,7755,Vada Pav,09-03-2023,20:01:16,Completed,2244
2760,3842,2896,Halwa,19-12-2022,11:08:52,Cancelled,2493
2761,3523,6046,Palak Paneer,16-04-2024,17:36:28,Completed,1419
2762,3831,6039,Mutton Curry,15-07-2022,10:48:32,Completed,860
2763,3229,5450,Haleem,27-03-2024,12:32:28,Completed,279
2764,934,4608,Hyderabadi Biryani,24-02-2024,19:29:36,Completed,2097
2765,9256,2264,Idli Sambhar,25-05-2023,18:23:23,Cancelled,387
2766,832,8909,Prawn Masala,05-01-2024,17:41:58,Completed,1010
2767,510,2030,Upma,03-05-2023,15:27:00,Completed,2197
2768,4378,6070,Garlic Naan,05-03-2023,13:55:21,Completed,1381
2769,6298,7432,Tamarind Rice,16-01-2024,14:29:37,Completed,1462
2770,3159,4395,Halwa,23-10-2024,17:02:39,Completed,2077
2771,2338,4304,Seekh Kebab,30-05-2024,06:44:12,Completed,1469
2772,5236,655,Idli Sambhar,21-11-2022,20:00:36,Completed,711
2773,8639,6860,Rava Dosa,14-07-2023,13:13:28,Completed,1468
2774,5734,4738,Rabri,16-01-2024,10:31:01,Completed,2126
2775,12,4978,Chicken Tikka,28-09-2022,09:07:09,Completed,195
2776,9149,9668,Rogan Josh,24-11-2024,14:49:15,Completed,1034
2777,7554,9386,Dal Fry,27-08-2024,17:10:15,Completed,1943
2778,5533,2509,Grilled Fish,21-08-2023,12:32:08,Cancelled,1666
2779,732,6984,Egg Curry,19-03-2023,20:10:01,Completed,2005
2780,4087,7112,Jeera Rice,02-11-2022,08:17:39,Completed,171
2781,9684,9005,Dal Tadka,01-12-2024,15:14:22,Cancelled,102
2782,7572,8937,Dal Fry,24-06-2023,15:52:48,Cancelled,2152
2783,593,3701,Upma,20-09-2024,07:53:15,Completed,1602
2784,5627,1258,Seekh Kebab,28-12-2023,08:04:43,Completed,2238
2785,8189,2921,Shahi Paneer,29-11-2024,09:42:09,Completed,219
2786,3074,2800,Nihari,26-06-2022,14:58:31,Completed,1354
2787,9653,8652,Pesarattu,05-10-2024,20:41:51,Completed,2241
2788,9627,8051,Masala Papad,03-02-2024,09:34:49,Cancelled,2097
2789,707,2729,Rogan Josh,30-07-2023,08:25:08,Cancelled,1819
2790,7260,6504,Upma,12-01-2024,17:53:20,Completed,1348
2791,8153,4734,Mutton Curry,01-10-2024,20:09:59,Completed,2404
2792,4268,1904,Shahi Paneer,10-06-2023,22:24:15,Completed,739
2793,8032,8861,Rava Dosa,02-12-2022,13:10:16,Completed,1531
2794,5003,4136,Vada Pav,31-07-2022,07:52:12,Completed,1276
2795,6845,3639,Saag Aloo,26-07-2024,13:19:29,Completed,825
2796,3937,9415,Butter Chicken,05-05-2023,14:40:40,Completed,915
2797,2924,3135,Prawn Masala,06-01-2023,10:44:16,Completed,1511
2798,9947,3414,Garlic Naan,04-06-2022,10:22:00,Completed,1703
2799,6432,1187,Chole Bhature,28-11-2022,15:58:39,Completed,2486
2800,6174,9365,Dal Fry,13-09-2023,15:06:27,Completed,1082
2801,7645,2180,Paneer Tikka,03-12-2024,15:29:08,Cancelled,1893
2802,3379,1515,Palak Paneer,05-07-2024,12:54:30,Completed,386
2803,2270,8908,Rajma Chawal,14-10-2022,15:50:06,Completed,719
2804,5161,6242,Mixed Veg,19-12-2024,16:51:52,Completed,427
2805,6014,8281,Idli Sambhar,07-10-2022,17:19:38,Completed,2150
2806,1222,44,Prawn Masala,17-08-2024,19:28:05,Completed,509
2807,7660,1943,Bhindi Masala,08-11-2023,17:52:23,Cancelled,230
2808,9894,4626,Masala Dosa,09-09-2024,17:04:32,Completed,1182
2809,6971,2330,Chole Bhature,04-11-2023,20:13:22,Cancelled,202
2810,8906,2865,Palak Paneer,05-10-2023,12:14:13,Completed,909
2811,8949,8726,Dal Tadka,03-01-2024,17:24:42,Completed,2346
2812,2495,1828,Chicken Tikka,02-07-2022,20:05:07,Completed,470
2813,4806,7709,Masala Papad,20-02-2024,16:27:14,Completed,1039
2814,53,2906,Hyderabadi Biryani,04-01-2024,09:48:50,Cancelled,1387
2815,8508,962,Tamarind Rice,10-12-2023,12:59:16,Completed,580
2816,4674,9410,Pav Bhaji,04-06-2023,22:24:50,Completed,1321
2817,2894,5449,Kheer,14-06-2023,12:01:16,Completed,2001
2818,1368,667,Mixed Veg,01-03-2023,20:21:11,Completed,2298
2819,2392,7505,Jalebi,30-03-2023,15:36:10,Completed,1883
2820,5781,4626,Dal Tadka,09-05-2023,10:16:56,Completed,1470
2821,2915,9230,Aloo Paratha,08-10-2023,13:37:39,Completed,2122
2822,2251,575,Poha,12-06-2023,18:16:39,Completed,943
2823,2650,4063,Upma,07-12-2024,12:00:41,Completed,1993
2824,5563,3396,Poha,09-04-2023,18:10:18,Completed,2382
2825,2321,33,Shammi Kebab,07-02-2024,18:10:20,Completed,2110
2826,8161,4058,Rogan Josh,18-12-2024,20:16:55,Completed,581
2827,1439,6013,Halwa,16-10-2024,15:25:24,Completed,1142
2828,7142,1100,Kulfi,11-07-2024,21:59:25,Cancelled,1675
2829,3674,2188,Rasgulla,04-11-2023,14:25:09,Completed,1291
2830,2165,82,Grilled Fish,29-11-2022,09:08:19,Completed,412
2831,9468,9878,Chole Bhature,28-12-2024,20:08:18,Completed,142
2832,4388,8174,Poha,22-03-2024,08:08:11,Completed,2182
2833,3638,246,Haleem,29-12-2024,12:45:35,Completed,1377
2834,1553,6027,Biryani,23-07-2024,18:41:37,Completed,1668
2835,1560,4020,Bisi Bele Bath,01-07-2023,21:04:34,Completed,1249
2836,2344,4653,Jalebi,29-12-2024,13:14:39,Completed,840
2837,9801,4592,Upma,22-08-2024,21:53:58,Completed,300
2838,3965,1916,Palak Paneer,22-01-2024,16:06:45,Completed,2410
2839,6737,5864,Uttapam,01-05-2024,23:05:25,Completed,1681
2840,6059,2626,Rabri,25-02-2024,23:30:30,Completed,1576
2841,4682,5806,Chole Bhature,16-06-2022,06:48:54,Completed,2324
2842,1599,6344,Saag Aloo,03-03-2023,13:41:00,Cancelled,769
2843,1054,4678,Aloo Paratha,04-06-2024,11:53:36,Completed,1724
2844,3560,9910,Bhindi Masala,31-05-2023,21:07:36,Completed,1232
2845,8000,5394,Sambar Rice,28-05-2023,16:16:37,Completed,1396
2846,3632,9380,Dal Makhani,18-02-2024,19:17:14,Cancelled,310
2847,7611,5508,Vada Pav,05-05-2023,14:10:10,Completed,1139
2848,3020,4616,Aloo Gobi,22-02-2023,09:28:01,Completed,1142
2849,7783,1836,Jeera Rice,20-08-2023,16:55:27,Completed,2021
2850,6871,894,Chole Bhature,20-10-2023,14:21:00,Completed,2364
2851,4237,2113,Tamarind Rice,05-10-2022,12:52:27,Completed,672
2852,9011,6083,Poha,14-07-2024,20:27:00,Completed,485
2853,426,837,Gulab Jamun,05-04-2023,18:47:08,Completed,495
2854,4298,146,Mutton Curry,12-07-2023,08:56:08,Completed,441
2855,4272,6633,Kadai Chicken,27-05-2023,19:51:34,Completed,2446
2856,2279,2749,Bhindi Masala,26-11-2022,13:22:40,Completed,1103
2857,6626,439,Hyderabadi Biryani,31-05-2024,20:37:40,Completed,386
2858,2500,5631,Pesarattu,16-09-2022,14:01:37,Completed,1953
2859,9173,4233,Vada Pav,06-07-2024,08:44:30,Completed,532
2860,4044,1175,Chicken Tikka,15-05-2023,23:12:59,Completed,1582
2861,2878,1651,Egg Curry,10-07-2022,13:19:11,Completed,900
2862,1228,7393,Rajma Chawal,25-08-2024,17:30:28,Completed,1389
2863,5995,3515,Paneer Tikka,22-02-2023,21:14:59,Completed,2481
2864,4364,1697,Bhindi Masala,18-09-2022,16:20:27,Completed,903
2865,8642,412,Shahi Paneer,28-04-2023,08:28:17,Completed,1270
2866,6250,808,Medu Vada,09-04-2024,19:19:07,Completed,1128
2867,7422,2135,Mixed Veg,06-07-2022,07:54:01,Completed,2150
2868,6672,522,Egg Curry,29-09-2022,18:28:08,Completed,2447
2869,664,2743,Dal Fry,23-05-2024,14:26:13,Completed,1141
2870,3797,4213,Kadai Chicken,04-12-2023,09:21:33,Completed,1639
2871,9784,5084,Masala Dosa,10-12-2024,13:44:42,Completed,1174
2872,2819,692,Palak Paneer,06-03-2024,18:12:55,Completed,139
2873,530,7834,Matar Paneer,04-09-2022,11:56:58,Completed,2283
2874,1392,7799,Dal Fry,24-06-2023,12:27:13,Completed,728
2875,8200,3112,Phirni,27-07-2024,11:57:52,Completed,247
2876,5626,4237,Jalebi,22-01-2024,03:40:34,Completed,2390
2877,1661,5454,Rogan Josh,03-09-2023,15:03:12,Cancelled,819
2878,8630,486,Jeera Rice,27-11-2024,19:27:23,Completed,1935
2879,4370,361,Chicken Tikka,20-02-2023,06:10:11,Cancelled,788
2880,3008,8740,Jalebi,05-08-2023,18:20:11,Completed,1227
2881,5648,3370,Mixed Veg,17-12-2024,18:48:40,Completed,221
2882,8222,6451,Paneer Tikka,14-08-2022,10:31:19,Cancelled,2463
2883,9206,7265,Biryani,02-09-2022,23:33:39,Completed,1983
2884,7408,1778,Kulfi,28-06-2022,13:37:27,Completed,1735
2885,4530,762,Phirni,23-02-2023,20:52:15,Completed,781
2886,5561,5261,Butter Chicken,04-09-2023,18:47:10,Completed,2022
2887,8545,2018,Rasgulla,02-09-2023,20:54:05,Completed,598
2888,2121,7568,Haleem,23-01-2023,16:51:59,Completed,358
2889,691,789,Paneer Bhurji,16-04-2023,06:02:39,Completed,601
2890,834,1104,Grilled Fish,05-09-2022,11:33:19,Cancelled,705
2891,9559,766,Masala Dosa,22-12-2022,06:39:12,Cancelled,2272
2892,3243,4954,Pav Bhaji,24-11-2022,05:42:45,Completed,692
2893,1581,3181,Mixed Veg,10-08-2024,20:08:33,Completed,2330
2894,8899,6833,Pesarattu,15-10-2022,06:00:37,Completed,383
2895,6271,9897,Sambar Rice,17-10-2022,03:25:37,Cancelled,2179
2896,7703,5267,Rava Dosa,21-02-2023,15:13:47,Completed,1871
2897,4821,8366,Mixed Veg,02-05-2023,21:16:47,Completed,925
2898,429,2636,Palak Paneer,21-06-2024,18:04:30,Completed,1857
2899,420,1554,Bisi Bele Bath,21-06-2023,08:19:18,Completed,988
2900,9617,6708,Halwa,06-08-2022,23:47:40,Completed,1870
2901,4692,39,Haleem,27-01-2024,19:11:35,Completed,1628
2902,9337,5503,Paneer Tikka,02-08-2022,12:22:17,Completed,408
2903,3779,1065,Upma,07-08-2022,15:48:04,Completed,1579
2904,6459,4205,Vada Pav,18-11-2022,14:35:47,Completed,503
2905,1539,6182,Halwa,28-06-2024,19:53:03,Completed,951
2906,6137,9949,Mutton Curry,21-11-2022,19:33:32,Completed,1417
2907,4413,6235,Mutton Curry,06-04-2024,13:18:19,Completed,2088
2908,5162,9894,Rabri,16-02-2023,08:30:25,Completed,1067
2909,756,8562,Chicken Tikka,18-11-2024,13:03:52,Completed,1859
2910,7167,6947,Galouti Kebab,19-01-2023,20:02:25,Completed,842
2911,5819,6592,Chicken Tikka,23-07-2024,21:24:23,Cancelled,1243
2912,5497,3685,Rasgulla,07-01-2023,12:15:20,Completed,1475
2913,8953,15,Matar Paneer,15-05-2024,13:45:42,Completed,2069
2914,9836,3281,Matar Paneer,28-05-2024,07:56:00,Completed,2273
2915,7679,1129,Aloo Paratha,10-05-2023,01:24:45,Completed,1257
2916,8226,7815,Rogan Josh,01-06-2024,18:22:18,Completed,615
2917,381,5089,Pesarattu,15-12-2024,09:26:56,Completed,1895
2918,1291,5181,Masala Dosa,03-07-2024,18:08:21,Completed,2415
2919,1715,9649,Biryani,01-02-2024,10:19:09,Completed,1726
2920,7956,4138,Prawn Masala,18-09-2024,20:16:08,Completed,1296
2921,8052,6656,Paneer Bhurji,02-04-2024,07:15:05,Completed,1763
2922,572,9683,Prawn Masala,02-12-2024,21:59:00,Completed,1854
2923,197,214,Shammi Kebab,14-07-2023,04:21:02,Completed,1595
2924,7080,4101,Medu Vada,07-02-2023,07:11:11,Completed,2233
2925,7427,303,Jeera Rice,16-06-2024,12:22:52,Completed,2242
2926,4824,107,Seekh Kebab,10-08-2024,11:33:38,Completed,832
2927,9903,2830,Galouti Kebab,12-12-2024,17:19:18,Completed,1708
2928,9122,3735,Biryani,17-12-2022,10:05:56,Completed,501
2929,1299,9684,Chole Bhature,10-10-2023,12:25:16,Cancelled,2402
2930,1688,6664,Aloo Paratha,17-02-2024,11:33:11,Cancelled,2265
2931,2530,4609,Saag Aloo,29-11-2024,10:52:46,Completed,621
2932,3662,2148,Hyderabadi Biryani,03-07-2023,20:36:13,Cancelled,1557
2933,3590,5095,Chicken Tikka,02-09-2024,22:51:21,Completed,1306
2934,307,1922,Pesarattu,02-06-2022,20:15:35,Completed,1934
2935,52,9491,Paneer Bhurji,25-10-2024,13:04:15,Completed,1172
2936,4412,7953,Mutton Curry,31-12-2023,07:33:24,Completed,1556
2937,562,369,Gulab Jamun,16-08-2022,16:19:26,Completed,1157
2938,3266,2542,Dal Tadka,17-09-2024,12:57:35,Completed,1489
2939,6567,6756,Fish Curry,03-05-2024,17:16:37,Completed,1999
2940,2824,6257,Shammi Kebab,23-07-2022,17:16:15,Cancelled,1641
2941,6890,9373,Lemon Rice,19-04-2024,11:58:30,Completed,2128
2942,2399,8442,Rabri,17-09-2023,20:57:41,Completed,2195
2943,834,1626,Bisi Bele Bath,13-04-2023,22:41:29,Completed,478
2944,2869,4053,Rabri,24-09-2022,16:29:38,Completed,946
2945,8509,4902,Mutton Curry,18-11-2023,06:05:39,Completed,938
2946,4910,4962,Masala Papad,15-02-2024,22:38:41,Cancelled,1655
2947,9583,6394,Poha,09-11-2022,15:18:01,Completed,1221
2948,2440,6397,Galouti Kebab,10-12-2024,09:47:58,Completed,2385
2949,5250,3058,Tandoori Roti,21-01-2023,17:12:14,Completed,1253
2950,2355,6058,Palak Paneer,07-07-2023,19:02:48,Cancelled,1958
2951,2079,39,Rabri,14-06-2022,12:33:02,Cancelled,1352
2952,3364,4429,Kheer,21-09-2022,13:19:18,Completed,1553
2953,2772,8259,Palak Paneer,03-07-2022,11:03:55,Completed,1828
2954,8623,8690,Biryani,17-03-2023,14:29:40,Completed,2150
2955,2025,5879,Matar Paneer,17-01-2023,18:50:16,Completed,452
2956,5225,4471,Dal Makhani,25-07-2024,19:27:03,Completed,659
2957,7794,8753,Poha,17-05-2024,18:56:53,Completed,2483
2958,7336,1452,Gulab Jamun,27-06-2024,08:07:37,Cancelled,203
2959,5901,9430,Pulao,10-06-2022,13:28:22,Completed,1702
2960,2311,5627,Shammi Kebab,13-06-2024,20:51:25,Completed,1142
2961,3383,4725,Tamarind Rice,14-01-2024,17:38:45,Completed,2393
2962,4548,7250,Kheer,25-01-2024,11:56:42,Completed,1035
2963,9701,6286,Dal Tadka,11-11-2024,21:26:29,Completed,371
2964,7768,7056,Garlic Naan,15-02-2023,16:42:38,Completed,2305
2965,7189,7756,Butter Naan,15-08-2024,14:40:19,Cancelled,1032
2966,7414,3965,Butter Naan,07-02-2023,09:15:59,Completed,267
2967,8852,9220,Idli Sambhar,25-06-2022,16:18:46,Completed,2245
2968,9872,6333,Palak Paneer,19-01-2024,15:31:07,Completed,1310
2969,4872,893,Butter Chicken,24-06-2022,08:53:20,Completed,320
2970,8889,8108,Medu Vada,05-07-2022,15:23:40,Completed,700
2971,6973,5907,Upma,12-11-2023,12:06:21,Completed,774
2972,1986,9340,Nihari,09-05-2023,06:57:48,Completed,1796
2973,7600,2182,Butter Chicken,22-08-2022,19:20:59,Cancelled,196
2974,989,7322,Chole Bhature,09-02-2023,07:00:53,Completed,760
2975,9960,2713,Shahi Paneer,10-02-2024,17:58:10,Completed,364
2976,2170,175,Aloo Paratha,28-11-2023,19:22:01,Completed,901
2977,38,5121,Rogan Josh,09-02-2024,16:46:24,Completed,1170
2978,3381,7758,Saag Aloo,29-03-2023,18:00:25,Completed,1807
2979,3733,5846,Pav Bhaji,24-10-2022,17:29:26,Completed,508
2980,6811,3806,Nihari,07-08-2022,13:07:40,Completed,1761
2981,5831,5776,Kadai Chicken,10-11-2023,11:45:45,Cancelled,1450
2982,3024,8487,Pulao,01-10-2024,10:20:56,Completed,956
2983,5471,4067,Lemon Rice,18-06-2023,12:37:25,Completed,2260
2984,7436,8143,Upma,30-09-2024,10:50:44,Completed,797
2985,8800,1271,Rasgulla,04-08-2024,09:59:17,Completed,2021
2986,628,437,Aloo Paratha,29-04-2023,09:16:52,Completed,1421
2987,6059,9346,Saag Aloo,06-08-2023,19:03:46,Completed,2444
2988,5283,3110,Rabri,25-08-2023,18:10:08,Completed,502
2989,8900,8547,Jeera Rice,04-07-2024,17:19:01,Completed,228
2990,8239,427,Rajma Chawal,23-06-2023,10:30:41,Completed,316
2991,726,7263,Poha,17-06-2023,14:39:50,Completed,1239
2992,48,4666,Egg Curry,07-01-2023,16:27:49,Completed,748
2993,7566,912,Medu Vada,02-09-2022,07:06:14,Completed,1567
2994,1727,9020,Bisi Bele Bath,27-06-2024,18:04:17,Cancelled,95
2995,9578,1113,Upma,02-05-2024,19:54:25,Completed,480
2996,8455,7857,Dal Tadka,05-07-2023,19:42:48,Completed,697
2997,3748,5500,Chicken Tikka,20-07-2022,21:55:57,Completed,1944
2998,901,4516,Poha,13-03-2023,20:53:25,Completed,1261
2999,9089,8475,Upma,20-07-2023,17:39:25,Completed,503
3000,7596,6475,Uttapam,11-08-2023,18:25:29,Cancelled,2125
3001,3279,7844,Pesarattu,12-09-2023,18:33:17,Cancelled,420
3002,2324,6503,Kheer,16-06-2022,19:23:39,Completed,1930
3003,50,2724,Butter Chicken,10-06-2024,08:41:26,Completed,798
3004,8855,8614,Vada Pav,25-03-2024,17:37:04,Completed,1478
3005,6691,4008,Paneer Tikka,21-11-2023,16:28:45,Completed,1202
3006,3478,5978,Fish Curry,24-03-2024,21:21:20,Cancelled,117
3007,521,3319,Dal Makhani,24-06-2022,17:53:52,Completed,757
3008,8969,3475,Mutton Curry,16-07-2022,18:50:44,Completed,2189
3009,5440,2318,Galouti Kebab,10-12-2022,08:12:22,Completed,786
3010,4973,3905,Vada Pav,31-08-2024,13:07:03,Completed,1543
3011,5690,1281,Hyderabadi Biryani,16-08-2022,15:50:17,Completed,2436
3012,2542,4482,Rava Dosa,11-08-2024,18:08:28,Completed,1830
3013,7451,6022,Shahi Paneer,17-06-2024,13:45:51,Completed,663
3014,7232,7912,Jeera Rice,07-12-2024,19:55:25,Completed,1121
3015,2832,9005,Paneer Bhurji,29-08-2023,16:35:28,Completed,1528
3016,3212,3574,Rabri,05-06-2023,10:22:36,Completed,1562
3017,5332,5354,Egg Curry,20-09-2023,16:21:40,Completed,794
3018,4758,7146,Bhindi Masala,28-11-2023,05:05:00,Completed,1122
3019,7330,5013,Palak Paneer,22-09-2023,14:38:50,Completed,1655
3020,3613,3449,Rasgulla,25-12-2022,22:42:34,Cancelled,773
3021,8558,8713,Hyderabadi Biryani,18-12-2023,22:24:14,Completed,2299
3022,9210,8504,Masala Dosa,23-04-2023,00:29:48,Completed,884
3023,8990,5268,Kheer,26-01-2023,18:58:52,Completed,2369
3024,4800,3458,Chole Bhature,25-07-2022,12:27:27,Completed,465
3025,2409,2308,Garlic Naan,27-02-2023,06:40:31,Completed,1750
3026,455,8890,Masala Dosa,29-12-2023,23:59:10,Completed,1706
3027,8146,8373,Bhindi Masala,07-06-2023,11:10:08,Completed,2170
3028,5834,358,Pav Bhaji,02-09-2024,17:14:19,Completed,1373
3029,6667,3481,Upma,20-10-2022,15:49:21,Cancelled,177
